id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50191565,https://www.airbnb.com/rooms/50191565,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.97 · 3 bedrooms · 3 beds · 3.5 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-50191565/original/59932ab8-1c6e-44cf-b7f9-3fbf6d868cbc.jpeg,158595657,https://www.airbnb.com/users/show/158595657,Mountain Home,2017-11-13,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,93%,99%,t,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_x_medium,Cameron,120,185,"['email', 'phone']",t,t,,Bozeman,,45.683912,-111.039173,Entire townhouse,Entire home/apt,6,,3.5 baths,,3,[],$700.00,1,31,1,5,3,31,3.4,27.2,,t,20,39,65,337,2023-12-10,32,17,0,2021-09-19,2023-11-05,4.97,4.97,5.0,4.97,4.81,5.0,4.81,,t,42,42,0,0,1.18
50196973,https://www.airbnb.com/rooms/50196973,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.96 · 2 bedrooms · 2 beds · 2 baths,,The Bozeman Retreat is in the 'old' or original part of Bozeman. Homes in this area are a mix of original homes that were built in the 1930's to new homes like the Retreat. There is an elementary school a few blocks to the west. Downtown is five to seven blocks away. Bozeman Midtown is a growing area and this is about five blocks away. The street is quite with really not much more traffic than residential.,https://a0.muscache.com/pictures/8bb65bca-f14e-4180-b702-c6b8f2c6ddb7.jpg,103773075,https://www.airbnb.com/users/show/103773075,Bozeman Montana,2016-11-14,"Bozeman, MT","Hi. My name is Reno Walsh. I am the owner of Bozeman Montana Vacation Rentals. 

I sincerely appreciate Bozeman, Montana. I moved here in 1995 and immediately launched a career in the tourism industry. I met my wife to be on the summit of Saddle Peak in the Bridger Mountain Range just outside of town and a few years later I proposed to her in a raft on Montana’s Smith River. We were married downtown Bozeman at Lindley Park. Today we are the proud parents of two living in our own home on Bozeman’s northeast side. I’m an active volunteer and leader in the community. I’m the owner of a successful short-term rental and long-term downtown Bozeman vacation rental on North Montana Ave.

Bozeman Montana Vacation Rentals understands the importance of excellent customer service. I’ve guided thousands of guests around the world on active vacations. I’ve hosted thousands at food, wine, and beer conferences around the world. And, we have hosted over a thousand guests at our vacation rentals. Guests trust us and consistently rate their experience at the highest level. ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/53293eab-55a3-435a-bd1e-238754a5de8b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/53293eab-55a3-435a-bd1e-238754a5de8b.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.684978,-111.041138,Entire home,Entire home/apt,4,,2 baths,,2,[],$204.00,3,1125,2,3,1125,1125,3.0,1125.0,,t,0,1,9,9,2023-12-10,27,6,0,2021-07-01,2023-09-18,4.96,5.0,5.0,4.85,5.0,5.0,4.89,,t,4,4,0,0,0.91
50246548,https://www.airbnb.com/rooms/50246548,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.97 · 2 bedrooms · 5 beds · 1 bath,,Conveniently located and walkable to downtown and Montana State University,https://a0.muscache.com/pictures/miso/Hosting-50246548/original/a287b384-bc2e-4d19-9f5f-c2eec8e35378.jpeg,3083856,https://www.airbnb.com/users/show/3083856,Carrie,2012-07-28,"Bozeman, MT",I have lived in Bozeman for 28 years with my husband Warren. We love everything Montana has to offer.  We also like to camp and travel the country.,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b013bccb-bb96-43cc-bfad-1b32573ed1b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b013bccb-bb96-43cc-bfad-1b32573ed1b0.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.678143,-111.047562,Entire home,Entire home/apt,5,,1 bath,,5,[],$179.00,1,30,1,1,30,30,1.0,30.0,,t,0,0,0,0,2023-12-10,110,40,2,2021-08-05,2023-12-03,4.97,4.96,4.98,4.86,4.97,4.88,4.87,,f,2,2,0,0,3.85
50268142,https://www.airbnb.com/rooms/50268142,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★5.0 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-50268142/original/3ac718f8-9bd9-4c87-994c-f789e2212ff2.jpeg,17222868,https://www.airbnb.com/users/show/17222868,Leah,2014-06-24,"Bozeman, MT","I'm an ICU nurse and married to Matt, a philosophy professor. We have two boys. We're an outdoorsy tribe!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/3c5136c1-acda-414d-b656-71fb995f21f1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c5136c1-acda-414d-b656-71fb995f21f1.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.71015,-111.08063,Entire guesthouse,Entire home/apt,2,,1 bath,,2,[],$120.00,28,365,28,28,1125,1125,28.0,1125.0,,t,18,48,78,294,2023-12-10,29,9,1,2021-06-25,2023-12-02,5.0,5.0,5.0,5.0,5.0,5.0,4.93,,f,1,1,0,0,0.97
50306115,https://www.airbnb.com/rooms/50306115,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.72 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-50306115/original/32224e21-1dc1-40c3-938a-226e2e9dc9c2.jpeg,158595657,https://www.airbnb.com/users/show/158595657,Mountain Home,2017-11-13,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,93%,99%,t,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/556be290-e017-4df5-871c-70a836bf759e.jpg?aki_policy=profile_x_medium,Cameron,120,185,"['email', 'phone']",t,t,,Bozeman,,45.684452,-111.03921,Entire home,Entire home/apt,5,,2 baths,,3,[],$250.00,1,31,1,30,3,31,19.4,29.6,,t,18,25,25,256,2023-12-10,18,5,0,2021-10-24,2023-06-10,4.72,4.78,4.78,4.67,4.67,4.72,4.5,,t,42,42,0,0,0.69
50323448,https://www.airbnb.com/rooms/50323448,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-50323448/original/690dfc0d-61b7-4f19-b49b-cb8c74acf0da.jpeg,32162998,https://www.airbnb.com/users/show/32162998,Sarah,2015-04-28,"Bozeman, MT","Hi, I'm Sarah!  I'm a born and raised Alaskan and love everything outdoors, rain, snow, or shine.  I've lived in Bozeman for the better part of a decade so needless to say I'm a wealth of information for all of the best spots.  

I've worked in the service industry for many years and pride myself on being a good host, whether its giving you your space or pointing you in the direction of the best dining experiences, outdoor recreating spots, or community activity.

I'm a low-key traveler who occasionally has a dog in tow.  I love crossword puzzles, mornings, Italian wine, and food.  And climbing.  And running.  Also, animals and puns.  ",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/4dbdfe32-2972-4060-ac94-18a3a41c7f3f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4dbdfe32-2972-4060-ac94-18a3a41c7f3f.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Bozeman,,45.68578,-111.06836,Private room in townhouse,Private room,2,,1.5 baths,,1,[],$74.00,1,60,1,1,60,60,1.0,60.0,,t,11,29,53,53,2023-12-10,156,83,6,2021-06-30,2023-12-03,5.0,4.99,5.0,4.99,4.99,4.96,4.96,,f,1,0,1,0,5.23
50372449,https://www.airbnb.com/rooms/50372449,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-50372449/original/25eda05d-af21-4f9a-90c8-ce06ec116e91.jpeg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,,Bozeman,,45.68446,-111.03054,Entire home,Entire home/apt,6,,2 baths,,3,[],$356.00,4,365,4,7,365,365,5.0,365.0,,t,1,1,1,1,2023-12-10,13,5,0,2021-12-13,2023-09-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,22,22,0,0,0.54
50520697,https://www.airbnb.com/rooms/50520697,20231210055146,2023-12-10,city scrape,Guest suite in Bozeman · ★4.72 · 1 bedroom · 2 beds · 1 bath,,"Our Downtown Bungalow has the feel of a cottage in a quiet historic downtown neighborhood, two blocks from restaurants, pubs, shops, boutiques, groceries, historic theater, our beautiful library, parks, creeks, and walking trails. It is an ideal location for guests who are traveling through, college bound visitors, professors, students, skiers, bicyclers, families, etc. Guests without transportation are able to get around with ease to downtown or Montana State University.",https://a0.muscache.com/pictures/miso/Hosting-50520697/original/33e8566f-1d6c-4a49-83c3-7e1a871b27c7.jpeg,26925375,https://www.airbnb.com/users/show/26925375,Loretta & Jack,2015-01-29,"Bozeman, MT","Welcome to Bozeman and our Downtown Bungalow with your own private entrance and lower level floor, two private bedrooms for individuals or groups, one with a queen bed, the other with one full and twin. There is a shared living room and beautiful bathroom with a Europen style shower, a kitchenette with refrigerator, microwave, utensils, coffee pot and tea kettle with ground coffee and teas. A bistro table and chairs await you in the garden for your use.
We are located on a quiet street, two blocks from Historic Main Street, restaurants, breweries, coffee shops, boutiques, Bogert Park with their Tuesday night Farmer's Market, a creek, outdoor pool, playground and the base of our amazing trail system from Main Street to the Mountains. We are walking distance to Montana State University, Museum of the Rockies, Bozeman High School, the Community Food Co-op, Bozeman Public Library, Bozeman Deaconess Hospital, and two blocks to our free bus service, including a free downtown shuttle to and from Bridger Bowl Ski Hill.

We are quite the artistic family.
Loretta is a fine artist and educator, muralist, gardener, and bicycler. She exhibits her paintings locally at Cello Gallery and teaches Art Workshops for Adults and children, including Plein Air Landscape Workshops,  Hike Bike Art Camp, plus Art and Sip Parties for all ages and occasions.
Jack is an architectural designer, historian, fine cook, and loves to read. 
He is a skier and hiker of our many local trails.
We love to travel and enjoy exploring nature.
We have two adult children in their twenties.
Our son is a writer and marketer for book publishing. Our daughter is a screen actress.
Our Moto:
Be Active. Explore Nature. Create Art.
",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/f9abdea3-67e7-43bc-9133-78b1f0659214.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9abdea3-67e7-43bc-9133-78b1f0659214.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67758,-111.03448,Entire guest suite,Entire home/apt,2,,1 bath,,2,[],$159.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-10,49,22,0,2021-06-24,2023-10-21,4.72,4.72,4.86,4.94,4.8,4.98,4.56,,t,2,2,0,0,1.63
50545056,https://www.airbnb.com/rooms/50545056,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.96 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-50545056/original/7be80f35-03f0-4c91-9300-caf21810a124.jpeg,126115316,https://www.airbnb.com/users/show/126115316,Brady,2017-04-16,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/dda22ba3-4ef1-4548-88d3-a8f115acc883.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dda22ba3-4ef1-4548-88d3-a8f115acc883.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Bozeman,,45.68236,-111.02455,Entire guesthouse,Entire home/apt,2,,1 bath,,2,[],$155.00,2,60,1,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2023-12-10,56,14,1,2022-04-04,2023-11-12,4.96,4.98,4.96,4.96,4.96,4.98,4.79,,t,1,1,0,0,2.73
50570285,https://www.airbnb.com/rooms/50570285,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-50570285/original/168be3a4-70e5-4565-b261-084743b651d7.jpeg,147570980,https://www.airbnb.com/users/show/147570980,Catherine,2017-08-24,"Bozeman, MT"," I love traveling, spending time outdoors hiking, reading, playing Zelda, and eating my favorite food the potato. 

I enjoy meeting new people and hearing their stories! ",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6427c6ea-17b7-4afa-a883-2dd60e19579e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6427c6ea-17b7-4afa-a883-2dd60e19579e.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Bozeman,,45.67004,-111.04376,Entire home,Entire home/apt,4,,2 baths,,3,[],$172.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,18,48,70,241,2023-12-10,4,2,0,2022-01-04,2023-10-30,5.0,5.0,5.0,5.0,5.0,5.0,4.75,,f,2,2,0,0,0.17
50675728,https://www.airbnb.com/rooms/50675728,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 1 bedroom · 2 beds · 1 bath,,Walkable to downtown Bozeman<br />1 mile to Montana State University,https://a0.muscache.com/pictures/miso/Hosting-50675728/original/1b79e000-fc9e-40f6-8297-d7d4d6b0e880.jpeg,87338185,https://www.airbnb.com/users/show/87338185,Carrie,2016-08-01,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/12a1bd3c-7518-4174-a7de-a57cb0515548.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/12a1bd3c-7518-4174-a7de-a57cb0515548.jpg?aki_policy=profile_x_medium,,2,2,['email'],t,t,"Bozeman, Montana, United States",Bozeman,,45.678093,-111.046989,Entire condo,Entire home/apt,4,,1 bath,,2,[],$135.00,1,31,1,1,1125,1125,1.0,1125.0,,t,27,51,81,170,2023-12-10,57,23,1,2022-02-12,2023-11-24,5.0,4.98,5.0,4.96,5.0,5.0,4.89,,f,2,2,0,0,2.56
50708956,https://www.airbnb.com/rooms/50708956,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-50708956/original/acb82981-bd29-40dd-b9d3-a1e761591d17.jpeg,112975939,https://www.airbnb.com/users/show/112975939,Haley,2017-01-24,"Bozeman, MT","",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-112975939/original/17a05069-07ae-4d6a-a28c-a60e9317c932.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-112975939/original/17a05069-07ae-4d6a-a28c-a60e9317c932.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,,Bozeman,,45.69044,-111.11082,Entire condo,Entire home/apt,7,,2.5 baths,,4,[],$429.00,2,730,2,2,730,730,2.0,730.0,,t,8,38,68,339,2023-12-10,62,19,0,2021-07-08,2023-07-30,5.0,5.0,4.95,5.0,4.98,4.89,4.92,,f,2,2,0,0,2.10
50912777,https://www.airbnb.com/rooms/50912777,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.98 · 1 bedroom · 2 beds · 1 bath,,"When visiting Bozeman there really is no better place to stay then right in the heart of downtown. Your house is 3 blocks away to the center of the downtown. There are so many great restaurants, boutiques, art galleries, coffee shops, beauty, and nightlife right around the corner from your location on Main Street. Nine blocks the other way gives you access to the shuttle that will take you directly to the ski area at Bridger Bowl.  You will also find a big park located just a block away. Whether you are here for the skiing, hiking, fishing, or visit to Yellowstone you will find our location a great base area for all your fun!",https://a0.muscache.com/pictures/970c1aaa-f347-4667-aa80-701834c83a12.jpg,44596719,https://www.airbnb.com/users/show/44596719,Jade,2015-09-19,"Bozeman, MT",Tommy and I are a young couple that both grew up in the area.  We enjoy traveling and meeting new people along the way.  When we aren't exploring the world we are in our hometown enjoying the scenery. Since we are both from the area we like to share where our favorite places to go and share our piece of paradise with the rest of the world. We a,within an hour,100%,100%,t,https://a0.muscache.com/im/users/44596719/profile_pic/1442696995/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/44596719/profile_pic/1442696995/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68119,-111.03468,Entire home,Entire home/apt,4,,1 bath,,2,[],$160.00,1,1125,1,3,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-10,167,78,3,2021-11-07,2023-12-07,4.98,4.99,4.99,4.99,4.99,5.0,4.86,,f,2,2,0,0,6.56
50980152,https://www.airbnb.com/rooms/50980152,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.96 · 1 bedroom · 1 bed · 1 bath,,Beautiful downtown historic neighborhood.,https://a0.muscache.com/pictures/miso/Hosting-50980152/original/f0e6a44b-9f86-40fb-ac4d-778bb5d93b1c.jpeg,62405798,https://www.airbnb.com/users/show/62405798,Ana,2016-03-10,"Bozeman, MT","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/e974f58e-50ba-40a1-b28d-d964f0596e09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e974f58e-50ba-40a1-b28d-d964f0596e09.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.674362,-111.033211,Entire guesthouse,Entire home/apt,2,,1 bath,,1,[],$103.00,4,20,2,4,1125,1125,4.0,1125.0,,t,0,0,0,0,2023-12-10,165,66,3,2021-08-24,2023-12-04,4.96,4.96,4.96,4.96,4.98,4.92,4.86,,t,1,1,0,0,5.90
50980860,https://www.airbnb.com/rooms/50980860,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 4 bedrooms · 4 beds · 3 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-50980860/original/52d59b3d-2711-41de-afbe-c5c3252e7532.jpeg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,,Bozeman,,45.68353,-111.0355,Entire home,Entire home/apt,8,,3 baths,,4,[],$418.00,4,365,4,7,365,365,5.2,365.0,,t,13,27,33,238,2023-12-10,14,4,0,2021-07-21,2023-09-12,5.0,5.0,5.0,5.0,5.0,5.0,4.93,,f,22,22,0,0,0.48
